po_number,product_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,unit_cost,total_cost,order_status,delay_days,rush_order,receiving_warehouse
PO-2024-03195,PROD-1084,SUP-01,2024-08-20,2024-08-30,2024-09-06,180,106,62.8,11304.0,Received,7,1,WH02
PO-2024-03196,PROD-1203,SUP-07,2024-10-30,2024-11-11,2024-11-20,201,201,497.29,99955.29000000001,Received,9,1,WH04
PO-2024-03197,PROD-1157,SUP-18,2025-09-14,2025-10-07,2025-10-14,233,233,95.98,22363.34,Received,7,0,WH03
PO-2025-03198,PROD-1089,SUP-15,2024-02-25,2024-03-29,2024-04-04,122,122,2.26,275.71999999999997,Received,6,1,WH02
PO-2024-03199,PROD-1126,SUP-07,2025-11-01,2025-11-17,2025-11-21,248,248,200.61,49751.280000000006,Received,4,1,WH04
PO-2025-03200,PROD-1004,SUP-11,2024-12-18,2025-01-22,2025-02-01,282,282,305.78,86229.95999999999,Received,10,1,WH02
PO-2025-03201,PROD-1047,SUP-14,2024-09-01,2024-09-09,2024-09-08,209,209,186.67,39014.03,Received,-1,1,WH02
PO-2025-03202,PROD-1130,SUP-06,2024-02-16,2024-02-26,2024-03-06,286,286,255.08,72952.88,Received,9,0,WH04
PO-2026-03203,PROD-1139,SUP-10,2024-01-09,2024-02-02,2024-02-04,88,47,470.38,41393.44,Received,2,1,WH02
PO-2025-03204,PROD-1159,SUP-22,2024-09-19,2024-10-15,2024-10-18,249,249,350.78,87344.21999999999,Received,3,0,WH01
PO-2025-03205,PROD-1038,SUP-03,2025-11-10,2025-12-17,2025-12-19,191,191,356.25,68043.75,Received,2,0,WH02
PO-2024-03206,PROD-1017,SUP-09,2025-05-21,2025-06-25,2025-07-01,266,266,463.48,123285.68000000001,Received,6,1,WH03
PO-2026-03207,PROD-1078,SUP-18,2024-07-28,2024-08-08,2024-08-10,216,216,54.54,11780.64,Received,2,0,WH02
PO-2025-03208,PROD-1192,SUP-15,2024-07-23,2024-08-31,2024-09-07,77,77,453.24,34899.48,Received,7,1,WH02
PO-2025-03209,PROD-1119,SUP-05,2026-01-27,2026-03-03,2026-03-02,292,292,297.16,86770.72,Received,-1,1,WH03
PO-2026-03210,PROD-1140,SUP-19,2024-08-15,2024-09-14,2024-09-22,202,202,199.99,40397.98,Received,8,0,WH01
PO-2025-03211,PROD-1038,SUP-03,2024-12-29,2025-01-20,2025-01-29,133,133,356.25,47381.25,Received,9,1,WH01
PO-2026-03212,PROD-1119,SUP-05,2025-07-05,2025-08-06,2025-08-04,117,117,297.16,34767.72,Received,-2,0,WH01
PO-2024-03213,PROD-1112,SUP-21,2024-05-29,2024-06-23,2024-06-23,186,186,18.46,3433.56,Received,0,0,WH02
PO-2026-03214,PROD-1093,SUP-13,2025-11-05,2025-11-10,2025-11-18,151,151,267.98,40464.98,Received,8,1,WH02
PO-2026-03215,PROD-1197,SUP-11,2024-11-15,2024-12-18,2024-12-26,79,79,432.36,34156.44,Received,8,0,WH01
PO-2024-03216,PROD-1115,SUP-08,2025-02-02,2025-03-12,2025-03-14,107,107,340.99,36485.93,Received,2,0,WH01
PO-2025-03217,PROD-1096,SUP-15,2024-07-25,2024-08-18,2024-08-23,211,211,136.17,28731.87,Received,5,0,WH03
PO-2024-03218,PROD-1088,SUP-05,2025-10-27,2025-11-10,2025-11-20,65,65,324.55,21095.75,Received,10,1,WH01
PO-2024-03219,PROD-1044,SUP-14,2025-01-18,2025-02-08,2025-02-10,95,95,425.32,40405.4,Received,2,0,WH03
PO-2026-03220,PROD-1139,SUP-10,2025-10-14,2025-10-27,2025-11-02,147,147,470.38,69145.86,Received,6,1,WH02
PO-2024-03221,PROD-1015,SUP-08,2026-01-19,2026-02-22,2026-02-23,225,225,225.98,50845.5,Received,1,1,WH02
PO-2026-03222,PROD-1085,SUP-03,2024-11-03,2024-11-18,2024-11-27,165,125,179.44,29607.6,Received,9,1,WH02
PO-2025-03223,PROD-1201,SUP-06,2025-04-25,2025-05-02,2025-05-03,183,183,384.74,70407.42,Received,1,1,WH03
PO-2024-03224,PROD-1050,SUP-01,2025-07-23,2025-08-06,2025-08-03,224,224,296.47,66409.28,Received,-3,0,WH04
PO-2026-03225,PROD-1192,SUP-15,2024-03-31,2024-04-09,2024-04-11,165,165,453.24,74784.6,Received,2,1,WH04
PO-2025-03226,PROD-1186,SUP-11,2024-12-16,2024-12-27,2025-01-06,155,155,255.39,39585.45,Received,10,1,WH01
PO-2026-03227,PROD-1216,SUP-14,2025-10-29,2025-11-07,2025-11-11,173,173,135.7,23476.1,Received,4,1,WH02
PO-2026-03228,PROD-1094,SUP-11,2024-11-15,2024-11-29,2024-12-04,113,113,243.45,27509.85,Received,5,1,WH02
PO-2024-03229,PROD-1133,SUP-04,2025-11-22,2025-11-29,2025-11-27,242,242,164.33,39767.86,Received,-2,1,WH04
PO-2025-03230,PROD-1209,SUP-09,2024-03-16,2024-03-29,2024-04-01,241,241,166.71,40177.11,Received,3,1,WH04
PO-2025-03231,PROD-1066,SUP-14,2024-07-23,2024-08-17,2024-08-16,153,153,282.51,43224.03,Received,-1,0,WH03
PO-2025-03232,PROD-1192,SUP-15,2025-10-29,2025-11-10,2025-11-19,220,220,453.24,99712.8,Received,9,1,WH03
PO-2024-03233,PROD-1182,SUP-15,2026-01-08,2026-02-08,2026-02-17,51,51,372.6,19002.600000000002,Received,9,1,WH04
PO-2024-03234,PROD-1101,SUP-14,2024-04-25,2024-05-30,2024-06-09,294,294,203.11,59714.340000000004,Received,10,1,WH01
PO-2024-03235,PROD-1032,SUP-05,2024-07-10,2024-08-16,2024-08-21,267,267,9.79,2613.93,Received,5,1,WH02
PO-2025-03236,PROD-1138,SUP-01,2025-10-04,2025-10-09,2025-10-07,167,167,49.9,8333.3,Received,-2,0,WH01
PO-2024-03237,PROD-1096,SUP-15,2024-04-28,2024-05-26,2024-06-05,96,96,136.17,13072.32,Received,10,0,WH02
PO-2024-03238,PROD-1103,SUP-03,2025-09-24,2025-10-31,2025-10-31,110,110,128.45,14129.499999999998,Received,0,1,WH03
PO-2024-03239,PROD-1211,SUP-01,2024-01-27,2024-02-28,2024-02-25,212,212,287.0,60844.0,Received,-3,1,WH03
PO-2024-03240,PROD-1096,SUP-15,2025-03-02,2025-04-06,2025-04-06,184,184,136.17,25055.28,Received,0,0,WH01
PO-2024-03241,PROD-1101,SUP-14,2025-11-28,2025-12-28,2025-12-30,214,214,203.11,43465.54,Received,2,0,WH01
PO-2026-03242,PROD-1188,SUP-03,2025-04-15,2025-05-22,2025-05-30,240,240,126.73,30415.2,Received,8,0,WH03
PO-2024-03243,PROD-1074,SUP-06,2025-11-16,2025-11-30,2025-12-01,254,254,348.0,88392.0,Received,1,1,WH01
PO-2024-03244,PROD-1200,SUP-11,2025-04-14,2025-05-02,2025-05-09,298,298,286.86,85484.28,Received,7,0,WH01
PO-2026-03245,PROD-1086,SUP-21,2026-01-29,2026-03-02,2026-03-12,115,115,453.6,52164.0,Received,10,1,WH04
PO-2024-03246,PROD-1103,SUP-03,2025-06-29,2025-07-13,2025-07-11,73,73,128.45,9376.849999999999,Received,-2,1,WH04
PO-2024-03247,PROD-1042,SUP-18,2025-01-25,2025-02-26,2025-02-23,255,255,326.24,83191.2,Received,-3,1,WH03
PO-2025-03248,PROD-1022,SUP-09,2025-02-24,2025-03-05,2025-03-09,95,95,480.66,45662.700000000004,Received,4,0,WH03
PO-2025-03249,PROD-1192,SUP-15,2024-01-01,2024-01-11,2024-01-15,132,132,453.24,59827.68,Received,4,0,WH04
PO-2024-03250,PROD-1082,SUP-19,2025-08-15,2025-08-27,2025-08-30,77,77,441.87,34023.99,Received,3,0,WH04
PO-2025-03251,PROD-1183,SUP-14,2024-04-27,2024-06-01,2024-06-05,71,71,361.03,25633.129999999997,Received,4,0,WH03
PO-2025-03252,PROD-1136,SUP-04,2025-01-11,2025-02-02,2025-02-03,69,69,405.13,27953.97,Received,1,0,WH04
PO-2024-03253,PROD-1016,SUP-21,2024-04-06,2024-05-09,2024-05-18,55,55,198.78,10932.9,Received,9,0,WH02
PO-2026-03254,PROD-1086,SUP-21,2024-05-10,2024-06-13,2024-06-23,291,291,453.6,131997.6,Received,10,1,WH01
PO-2025-03255,PROD-1194,SUP-20,2024-03-20,2024-03-25,2024-03-28,244,244,176.34,43026.96,Received,3,0,WH01
PO-2024-03256,PROD-1164,SUP-11,2025-10-07,2025-10-26,2025-10-28,187,187,425.76,79617.12,Received,2,1,WH03
PO-2024-03257,PROD-1042,SUP-18,2026-01-06,2026-01-28,2026-02-02,91,91,326.24,29687.84,Received,5,0,WH04
PO-2024-03258,PROD-1212,SUP-17,2026-01-10,2026-02-04,2026-02-02,137,137,490.21,67158.77,Received,-2,1,WH01
PO-2025-03259,PROD-1094,SUP-11,2026-01-17,2026-01-25,2026-01-23,110,110,243.45,26779.5,Received,-2,1,WH02
PO-2024-03260,PROD-1191,SUP-08,2025-05-26,2025-06-19,2025-06-21,252,252,244.4,61588.8,Received,2,0,WH04
PO-2024-03261,PROD-1107,SUP-02,2026-01-31,2026-02-21,2026-02-26,203,203,75.75,15377.25,Received,5,0,WH02
PO-2026-03262,PROD-1151,SUP-22,2024-06-16,2024-07-14,2024-07-24,159,159,259.28,41225.52,Received,10,0,WH03
PO-2025-03263,PROD-1134,SUP-06,2025-10-15,2025-11-19,2025-11-24,277,277,111.68,30935.36,Received,5,0,WH03
PO-2024-03264,PROD-1151,SUP-22,2024-07-06,2024-07-18,2024-07-28,243,243,259.28,63005.03999999999,Received,10,0,WH03
PO-2024-03265,PROD-1015,SUP-08,2025-07-09,2025-08-15,2025-08-23,280,280,225.98,63274.399999999994,Received,8,1,WH04
PO-2025-03266,PROD-1210,SUP-18,2025-09-10,2025-09-20,2025-09-21,183,178,277.28,50742.24,Received,1,0,WH01
PO-2025-03267,PROD-1062,SUP-08,2025-07-11,2025-08-14,2025-08-15,221,221,220.79,48794.59,Received,1,1,WH02
PO-2024-03268,PROD-1120,SUP-08,2024-07-16,2024-08-17,2024-08-24,71,71,42.26,3000.46,Received,7,1,WH01
PO-2025-03269,PROD-1158,SUP-14,2025-07-17,2025-07-31,2025-08-07,90,90,140.88,12679.199999999999,Received,7,0,WH01
PO-2024-03270,PROD-1172,SUP-15,2024-04-14,2024-04-23,2024-04-29,186,186,143.39,26670.539999999997,Received,6,1,WH01
PO-2024-03271,PROD-1200,SUP-11,2025-05-25,2025-07-04,2025-07-09,220,220,286.86,63109.200000000004,Received,5,1,WH03
PO-2026-03272,PROD-1194,SUP-20,2025-04-04,2025-04-10,2025-04-20,170,170,176.34,29977.8,Received,10,1,WH01
PO-2025-03273,PROD-1179,SUP-20,2024-06-03,2024-06-27,2024-06-26,223,223,247.96,55295.08,Received,-1,0,WH02
PO-2024-03274,PROD-1072,SUP-22,2024-11-08,2024-12-05,2024-12-09,266,266,471.54,125429.64,Received,4,0,WH04
PO-2025-03275,PROD-1135,SUP-10,2025-07-11,2025-07-20,2025-07-27,150,150,356.15,53422.5,Received,7,1,WH01
PO-2026-03276,PROD-1084,SUP-01,2026-01-18,2026-02-12,2026-02-16,172,172,62.8,10801.6,Received,4,1,WH02
PO-2024-03277,PROD-1206,SUP-11,2024-07-23,2024-08-13,2024-08-23,53,53,441.98,23424.940000000002,Received,10,0,WH01
PO-2025-03278,PROD-1016,SUP-21,2025-02-18,2025-03-23,2025-03-20,223,193,198.78,44327.94,Received,-3,1,WH04
PO-2026-03279,PROD-1124,SUP-04,2025-02-07,2025-03-13,2025-03-14,107,107,236.21,25274.47,Received,1,0,WH04
PO-2025-03280,PROD-1209,SUP-09,2024-12-09,2024-12-23,2024-12-24,112,112,166.71,18671.52,Received,1,0,WH01
PO-2025-03281,PROD-1203,SUP-07,2025-11-25,2025-12-24,2026-01-01,141,141,497.29,70117.89,Received,8,1,WH01
PO-2025-03282,PROD-1033,SUP-05,2025-06-23,2025-07-24,2025-07-27,165,165,212.85,35120.25,Received,3,1,WH01
PO-2024-03283,PROD-1070,SUP-11,2024-03-01,2024-03-10,2024-03-12,221,221,270.84,59855.63999999999,Received,2,0,WH01
PO-2026-03284,PROD-1118,SUP-20,2025-06-27,2025-07-24,2025-07-23,175,97,277.34,48534.49999999999,Received,-1,1,WH04
PO-2024-03285,PROD-1098,SUP-11,2024-12-16,2025-01-12,2025-01-13,149,149,85.81,12785.69,Received,1,1,WH02
PO-2024-03286,PROD-1076,SUP-05,2024-11-10,2024-11-22,2024-11-29,80,80,312.93,25034.4,Received,7,1,WH03
PO-2024-03287,PROD-1044,SUP-14,2024-09-05,2024-10-06,2024-10-09,223,223,425.32,94846.36,Received,3,1,WH01
PO-2024-03288,PROD-1072,SUP-22,2024-12-07,2025-01-07,2025-01-11,160,160,471.54,75446.40000000001,Received,4,1,WH01
PO-2025-03289,PROD-1216,SUP-14,2024-10-25,2024-11-15,2024-11-16,243,243,135.7,32975.1,Received,1,0,WH04
PO-2026-03290,PROD-1089,SUP-15,2024-09-10,2024-10-06,2024-10-09,101,101,2.26,228.26,Received,3,0,WH04
PO-2026-03291,PROD-1068,SUP-01,2025-04-20,2025-05-17,2025-05-16,80,80,71.39,5711.2,Received,-1,0,WH02
PO-2024-03292,PROD-1155,SUP-02,2025-07-29,2025-08-16,2025-08-22,235,235,280.03,65807.04999999999,Received,6,0,WH03
PO-2025-03293,PROD-1206,SUP-11,2025-02-22,2025-04-03,2025-04-04,150,150,441.98,66297.0,Received,1,0,WH02
PO-2026-03294,PROD-1020,SUP-21,2024-07-17,2024-07-26,2024-07-25,218,218,286.08,62365.439999999995,Received,-1,1,WH03
PO-2026-03295,PROD-1199,SUP-16,2025-01-20,2025-01-31,2025-02-10,77,77,250.6,19296.2,Received,10,1,WH03
PO-2025-03296,PROD-1034,SUP-08,2024-02-03,2024-02-12,2024-02-14,59,59,198.65,11720.35,Received,2,0,WH03
PO-2025-03297,PROD-1141,SUP-22,2024-07-17,2024-08-20,2024-08-26,126,126,259.84,32739.839999999997,Received,6,1,WH01
PO-2024-03298,PROD-1182,SUP-15,2025-10-04,2025-10-11,2025-10-20,70,70,372.6,26082.0,Received,9,0,WH02
PO-2025-03299,PROD-1057,SUP-13,2024-02-02,2024-03-09,2024-03-08,226,226,119.52,27011.52,Received,-1,1,WH03
PO-2024-03300,PROD-1147,SUP-21,2024-10-18,2024-11-07,2024-11-15,79,79,348.5,27531.5,Received,8,1,WH02
PO-2024-03301,PROD-1152,SUP-20,2025-08-15,2025-08-28,2025-09-05,192,192,131.89,25322.879999999997,Received,8,1,WH02
PO-2026-03302,PROD-1071,SUP-22,2024-05-06,2024-05-30,2024-05-31,208,208,103.12,21448.96,Received,1,1,WH03
PO-2024-03303,PROD-1067,SUP-16,2024-03-29,2024-04-10,2024-04-12,61,61,348.37,21250.57,Received,2,0,WH02
PO-2025-03304,PROD-1069,SUP-13,2024-06-05,2024-07-04,2024-07-13,229,229,303.0,69387.0,Received,9,1,WH02
PO-2024-03305,PROD-1157,SUP-18,2024-09-22,2024-10-06,2024-10-13,215,215,95.98,20635.7,Received,7,0,WH03
PO-2024-03306,PROD-1208,SUP-20,2024-02-05,2024-03-10,2024-03-17,68,68,476.63,32410.84,Received,7,0,WH01
PO-2026-03307,PROD-1086,SUP-21,2025-08-14,2025-08-24,2025-08-31,141,141,453.6,63957.600000000006,Received,7,0,WH01
PO-2026-03308,PROD-1108,SUP-12,2025-01-28,2025-02-28,2025-03-08,165,165,498.87,82313.55,Received,8,1,WH03
PO-2026-03309,PROD-1182,SUP-15,2024-10-10,2024-11-03,2024-11-07,196,196,372.6,73029.6,Received,4,1,WH01
PO-2026-03310,PROD-1145,SUP-03,2025-04-01,2025-04-16,2025-04-20,293,293,106.12,31093.16,Received,4,1,WH01
PO-2024-03311,PROD-1110,SUP-21,2024-03-10,2024-04-14,2024-04-11,59,59,488.35,28812.65,Received,-3,1,WH04
PO-2025-03312,PROD-1135,SUP-10,2025-08-21,2025-09-06,2025-09-03,208,208,356.15,74079.2,Received,-3,1,WH02
PO-2026-03313,PROD-1141,SUP-22,2024-04-17,2024-04-29,2024-05-05,288,288,259.84,74833.92,Received,6,1,WH03
PO-2025-03314,PROD-1007,SUP-17,2025-10-23,2025-10-31,2025-10-28,287,269,196.75,56467.25,Received,-3,0,WH03
PO-2026-03315,PROD-1029,SUP-11,2024-07-25,2024-08-24,2024-08-28,104,104,139.45,14502.8,Received,4,0,WH03
PO-2024-03316,PROD-1020,SUP-21,2024-10-03,2024-10-27,2024-10-30,256,256,286.08,73236.48,Received,3,0,WH03
PO-2025-03317,PROD-1052,SUP-13,2024-11-16,2024-11-25,2024-11-23,171,171,281.5,48136.5,Received,-2,1,WH04
PO-2024-03318,PROD-1063,SUP-16,2025-11-22,2025-12-18,2025-12-22,214,214,102.46,21926.44,Received,4,1,WH04
PO-2025-03319,PROD-1071,SUP-22,2024-03-27,2024-04-21,2024-04-27,163,163,103.12,16808.56,Received,6,0,WH03
PO-2026-03320,PROD-1113,SUP-02,2024-06-12,2024-07-01,2024-07-02,195,195,173.85,33900.75,Received,1,0,WH04
PO-2024-03321,PROD-1168,SUP-04,2025-12-25,2026-01-13,2026-01-10,236,236,291.18,68718.48,Received,-3,0,WH03
PO-2025-03322,PROD-1148,SUP-08,2024-07-28,2024-08-21,2024-08-22,60,60,115.82,6949.2,Received,1,1,WH02
PO-2026-03323,PROD-1032,SUP-05,2024-05-18,2024-06-11,2024-06-09,57,52,9.79,558.03,Received,-2,1,WH04
PO-2024-03324,PROD-1190,SUP-15,2024-05-08,2024-05-14,2024-05-15,84,84,489.49,41117.16,Received,1,1,WH01
PO-2026-03325,PROD-1197,SUP-11,2024-12-02,2024-12-14,2024-12-18,212,212,432.36,91660.32,Received,4,1,WH03
PO-2026-03326,PROD-1143,SUP-13,2025-07-01,2025-07-13,2025-07-14,297,213,338.49,100531.53,Received,1,1,WH03
PO-2026-03327,PROD-1217,SUP-16,2024-09-16,2024-10-16,2024-10-25,151,151,243.67,36794.17,Received,9,1,WH03
PO-2024-03328,PROD-1140,SUP-19,2024-05-22,2024-06-15,2024-06-24,268,162,199.99,53597.32,Received,9,0,WH01
PO-2026-03329,PROD-1107,SUP-02,2024-04-03,2024-04-17,2024-04-16,76,76,75.75,5757.0,Received,-1,1,WH03
PO-2024-03330,PROD-1080,SUP-13,2025-03-31,2025-04-18,2025-04-19,97,62,110.78,10745.66,Received,1,1,WH04
PO-2026-03331,PROD-1204,SUP-12,2024-05-10,2024-05-23,2024-05-28,297,297,236.03,70100.91,Received,5,1,WH03
PO-2025-03332,PROD-1145,SUP-03,2025-04-11,2025-04-24,2025-04-23,245,245,106.12,25999.4,Received,-1,0,WH04
PO-2025-03333,PROD-1114,SUP-01,2024-04-30,2024-05-31,2024-06-06,214,214,317.91,68032.74,Received,6,1,WH01
PO-2026-03334,PROD-1007,SUP-17,2024-07-08,2024-07-28,2024-07-29,136,136,196.75,26758.0,Received,1,1,WH03
PO-2026-03335,PROD-1144,SUP-07,2024-11-18,2024-12-28,2024-12-29,211,211,368.14,77677.54,Received,1,1,WH01
PO-2026-03336,PROD-1194,SUP-20,2025-01-20,2025-02-01,2025-02-06,237,237,176.34,41792.58,Received,5,0,WH03
PO-2026-03337,PROD-1109,SUP-08,2025-03-12,2025-03-19,2025-03-23,120,120,134.86,16183.2,Received,4,1,WH02
PO-2026-03338,PROD-1211,SUP-01,2024-10-31,2024-11-29,2024-11-28,279,151,287.0,80073.0,Received,-1,0,WH03
PO-2026-03339,PROD-1181,SUP-16,2025-09-25,2025-10-19,2025-10-21,236,236,184.5,43542.0,Received,2,0,WH01
PO-2024-03340,PROD-1177,SUP-21,2025-02-08,2025-02-22,2025-02-25,296,296,89.61,26524.56,Received,3,0,WH04
PO-2024-03341,PROD-1127,SUP-15,2025-01-22,2025-02-07,2025-02-15,213,165,408.58,87027.54,Received,8,1,WH03
PO-2024-03342,PROD-1157,SUP-18,2025-09-13,2025-09-29,2025-10-05,265,265,95.98,25434.7,Received,6,0,WH03
PO-2026-03343,PROD-1040,SUP-14,2025-11-29,2025-12-28,2026-01-03,189,189,303.77,57412.53,Received,6,0,WH01
PO-2024-03344,PROD-1094,SUP-11,2024-07-11,2024-07-24,2024-07-21,201,123,243.45,48933.45,Received,-3,0,WH01
PO-2025-03345,PROD-1048,SUP-13,2025-10-21,2025-11-03,2025-10-31,124,124,335.08,41549.92,Received,-3,1,WH01
PO-2024-03346,PROD-1171,SUP-21,2025-02-26,2025-03-16,2025-03-14,244,244,486.88,118798.72,Received,-2,0,WH04
PO-2025-03347,PROD-1202,SUP-16,2025-02-03,2025-03-08,2025-03-07,108,108,23.71,2560.6800000000003,Received,-1,1,WH01
PO-2025-03348,PROD-1096,SUP-15,2025-01-27,2025-02-16,2025-02-17,266,266,136.17,36221.219999999994,Received,1,0,WH03
PO-2025-03349,PROD-1210,SUP-18,2025-09-21,2025-10-14,2025-10-22,67,67,277.28,18577.76,Received,8,0,WH01
PO-2024-03350,PROD-1159,SUP-22,2024-03-21,2024-03-31,2024-03-31,254,254,350.78,89098.12,Received,0,1,WH02
PO-2024-03351,PROD-1095,SUP-07,2025-06-23,2025-07-18,2025-07-15,174,174,346.83,60348.42,Received,-3,1,WH04
PO-2024-03352,PROD-1181,SUP-16,2025-05-02,2025-05-19,2025-05-20,289,289,184.5,53320.5,Received,1,0,WH02
PO-2026-03353,PROD-1098,SUP-11,2024-08-17,2024-09-20,2024-09-27,146,146,85.81,12528.26,Received,7,1,WH02
PO-2026-03354,PROD-1069,SUP-13,2024-07-11,2024-08-15,2024-08-14,226,226,303.0,68478.0,Received,-1,1,WH03
PO-2025-03355,PROD-1132,SUP-20,2025-05-10,2025-05-16,2025-05-22,220,220,429.46,94481.2,Received,6,1,WH01
PO-2025-03356,PROD-1032,SUP-05,2024-07-29,2024-09-02,2024-08-31,220,220,9.79,2153.7999999999997,Received,-2,0,WH02
PO-2026-03357,PROD-1159,SUP-22,2025-04-23,2025-05-15,2025-05-16,183,183,350.78,64192.74,Received,1,0,WH04
PO-2025-03358,PROD-1029,SUP-11,2025-06-25,2025-07-06,2025-07-07,125,125,139.45,17431.25,Received,1,0,WH02
PO-2025-03359,PROD-1053,SUP-16,2026-01-17,2026-02-09,2026-02-18,130,130,192.7,25051.0,Received,9,1,WH04
PO-2024-03360,PROD-1198,SUP-01,2024-12-12,2024-12-22,2024-12-23,270,270,116.63,31490.1,Received,1,0,WH04
PO-2025-03361,PROD-1104,SUP-16,2024-01-15,2024-01-25,2024-01-31,137,137,124.94,17116.78,Received,6,0,WH02
PO-2024-03362,PROD-1206,SUP-11,2025-06-26,2025-07-03,2025-07-11,109,109,441.98,48175.82,Received,8,0,WH04
PO-2026-03363,PROD-1176,SUP-17,2025-12-12,2025-12-25,2026-01-03,145,145,497.24,72099.8,Received,9,0,WH01
PO-2025-03364,PROD-1118,SUP-20,2025-07-11,2025-08-07,2025-08-16,202,202,277.34,56022.67999999999,Received,9,0,WH04
PO-2024-03365,PROD-1198,SUP-01,2025-04-18,2025-05-11,2025-05-14,285,285,116.63,33239.549999999996,Received,3,1,WH01
PO-2025-03366,PROD-1219,SUP-08,2024-10-15,2024-10-25,2024-10-27,296,181,198.56,58773.76,Received,2,0,WH02
PO-2025-03367,PROD-1010,SUP-15,2024-10-06,2024-10-15,2024-10-16,111,111,213.73,23724.03,Received,1,0,WH02
PO-2026-03368,PROD-1029,SUP-11,2024-04-28,2024-05-03,2024-05-09,163,163,139.45,22730.35,Received,6,1,WH04
PO-2026-03369,PROD-1108,SUP-12,2024-05-17,2024-06-08,2024-06-09,221,221,498.87,110250.27,Received,1,0,WH04
PO-2026-03370,PROD-1031,SUP-03,2025-11-12,2025-12-18,2025-12-24,66,66,84.3,5563.8,Received,6,0,WH01
PO-2026-03371,PROD-1180,SUP-18,2025-08-02,2025-08-11,2025-08-15,183,123,91.05,16662.149999999998,Received,4,1,WH02
PO-2026-03372,PROD-1034,SUP-08,2025-10-27,2025-11-14,2025-11-15,260,260,198.65,51649.0,Received,1,0,WH03
PO-2025-03373,PROD-1156,SUP-12,2026-01-12,2026-02-16,2026-02-24,245,245,441.55,108179.75,Received,8,0,WH04
PO-2025-03374,PROD-1219,SUP-08,2026-01-14,2026-01-22,2026-01-28,173,173,198.56,34350.88,Received,6,1,WH02
PO-2024-03375,PROD-1170,SUP-12,2025-01-21,2025-02-24,2025-03-03,108,108,470.19,50780.52,Received,7,1,WH01
PO-2024-03376,PROD-1214,SUP-03,2025-08-28,2025-09-03,2025-09-12,222,222,154.24,34241.28,Received,9,0,WH03
PO-2025-03377,PROD-1073,SUP-13,2025-04-27,2025-05-22,2025-05-27,286,286,300.24,85868.64,Received,5,1,WH02
PO-2026-03378,PROD-1113,SUP-02,2025-09-17,2025-09-26,2025-10-01,299,299,173.85,51981.15,Received,5,0,WH03
PO-2025-03379,PROD-1156,SUP-12,2025-08-29,2025-09-03,2025-09-03,75,75,441.55,33116.25,Received,0,0,WH04
PO-2025-03380,PROD-1123,SUP-22,2025-11-04,2025-11-12,2025-11-18,125,82,401.96,50245.0,Received,6,0,WH04
PO-2025-03381,PROD-1053,SUP-16,2026-01-10,2026-02-14,2026-02-17,222,222,192.7,42779.399999999994,Received,3,1,WH02
PO-2025-03382,PROD-1153,SUP-04,2024-09-03,2024-10-08,2024-10-12,242,242,498.13,120547.45999999999,Received,4,1,WH01
PO-2026-03383,PROD-1204,SUP-12,2025-10-21,2025-10-28,2025-10-28,153,153,236.03,36112.590000000004,Received,0,1,WH03
PO-2026-03384,PROD-1068,SUP-01,2024-11-09,2024-12-14,2024-12-12,205,205,71.39,14634.95,Received,-2,1,WH04
PO-2025-03385,PROD-1182,SUP-15,2024-01-30,2024-02-16,2024-02-15,244,244,372.6,90914.40000000001,Received,-1,0,WH02
PO-2025-03386,PROD-1044,SUP-14,2024-02-09,2024-02-21,2024-02-25,283,283,425.32,120365.56,Received,4,0,WH04
PO-2025-03387,PROD-1194,SUP-20,2025-11-17,2025-12-05,2025-12-02,99,99,176.34,17457.66,Received,-3,0,WH04
PO-2024-03388,PROD-1182,SUP-15,2024-06-07,2024-06-14,2024-06-19,270,270,372.6,100602.0,Received,5,1,WH04
PO-2026-03389,PROD-1176,SUP-17,2025-02-05,2025-02-10,2025-02-08,121,121,497.24,60166.04,Received,-2,1,WH02
PO-2026-03390,PROD-1178,SUP-09,2024-11-10,2024-11-15,2024-11-22,50,50,11.0,550.0,Received,7,1,WH04
PO-2026-03391,PROD-1054,SUP-01,2024-10-12,2024-10-23,2024-10-22,92,92,485.91,44703.72,Received,-1,0,WH01
PO-2025-03392,PROD-1082,SUP-19,2024-12-11,2025-01-19,2025-01-20,215,215,441.87,95002.05,Received,1,0,WH01
PO-2025-03393,PROD-1128,SUP-09,2025-12-13,2026-01-03,2026-01-07,211,211,399.58,84311.37999999999,Received,4,1,WH04
PO-2026-03394,PROD-1182,SUP-15,2024-03-18,2024-04-19,2024-04-28,280,280,372.6,104328.0,Received,9,1,WH01
PO-2024-03395,PROD-1016,SUP-21,2025-10-26,2025-12-01,2025-12-06,81,81,198.78,16101.18,Received,5,0,WH03
PO-2026-03396,PROD-1058,SUP-14,2025-01-10,2025-02-02,2025-02-03,102,102,129.52,13211.04,Received,1,0,WH03
PO-2024-03397,PROD-1020,SUP-21,2025-08-16,2025-09-23,2025-10-03,272,137,286.08,77813.76,Received,10,0,WH01
PO-2024-03398,PROD-1064,SUP-08,2025-04-29,2025-05-26,2025-05-31,86,86,448.09,38535.74,Received,5,1,WH04
PO-2024-03399,PROD-1198,SUP-01,2025-10-24,2025-11-15,2025-11-19,257,257,116.63,29973.91,Received,4,0,WH03
